index,5812,5541,7996,5411,4784,4900,5942,5814,4829,5311,5211,5310,3780,5499,4121,5300,5719,7832,5813,4814,5661,5977,8099,7538,5912,4111,5815,8021,5921,5655,7230,3390,7922,3722,5651,4899,5251,7995,3596,3730,9402,7801,5970,5932,5621,7349,4722,5193,3775,3684,5045,3504,7011,8041,4214,6300,8011,3509,7210,5192,7542,3640,7393,8111,3771,5732,5094,5712,5816,7802,3389,8043,3393,3174,3001,3395,3058,8049,3387,4112,3405,5261,3144,3132,3359,8931,8062,7276,4131,3260,3256,3006,7531,1711,5947,3007,4511,3075,3066,3005,4411,3000,5533,3008,7549,5941,5722,3009,5733
0,Eating Places and Restaurants,Service Stations,"Amusement Parks, Carnivals, Circuses","Grocery Stores, Supermarkets",Tolls and Bridge Fees,"Utilities - Electric, Gas, Water, Sanitary",Book Stores,Fast Food Restaurants,Money Transfer,Department Stores,Lumber and Building Materials,Discount Stores,Computer Network Services,Miscellaneous Food Stores,Taxicabs and Limousines,Wholesale Clubs,Miscellaneous Home Furnishing Stores,Motion Picture Theaters,Drinking Places (Alcoholic Beverages),Telecommunication Services,Shoe Stores,Cosmetic Stores,Medical Services,Automotive Service Shops,Drug Stores and Pharmacies,Local and Suburban Commuter Transportation,"Digital Goods - Media, Books, Apps",Dentists and Orthodontists,"Package Stores, Beer, Wine, Liquor","Sports Apparel, Riding Apparel Stores",Beauty and Barber Shops,Miscellaneous Metalwork,Theatrical Producers,Passenger Railways,Family Clothing Stores,"Cable, Satellite, and Other Pay Television Services",Hardware Stores,"Betting (including Lottery Tickets, Casinos)",Miscellaneous Machinery and Parts Manufacturing,Ship Chandlers,Postal Services - Government Only,"Athletic Fields, Commercial Sports","Artist Supply Stores, Craft Shops",Antique Shops,Women's Ready-To-Wear Stores,Cleaning and Maintenance Services,Travel Agencies,"Florists Supplies, Nursery Stock and Flowers",Railroad Freight,Semiconductors and Related Devices,"Computers, Computer Peripheral Equipment",Gardening Supplies,"Lodging - Hotels, Motels, Resorts",Chiropractors,Motor Freight Carriers and Trucking,"Insurance Sales, Underwriting","Doctors, Physicians",Industrial Equipment and Supplies,Laundry Services,"Books, Periodicals, Newspapers",Car Washes,"Lighting, Fixtures, Electrical Supplies","Detective Agencies, Security Services",Legal Services and Attorneys,Railroad Passenger Transport,Electronics Stores,Precious Stones and Metals,"Furniture, Home Furnishings, and Equipment Stores",Digital Goods - Games,"Recreational Sports, Clubs",Non-Precious Metal Services,"Optometrists, Optical Goods and Eyeglasses",Heat Treating Metal Services,Upholstery and Drapery Stores,Steel Products Manufacturing,Welding Repair,"Tools, Parts, Supplies Manufacturing",Podiatrists,"Electroplating, Plating, Polishing Services",Passenger Railways,Ironwork,Lawn and Garden Supply Stores,Floor Covering Stores,Leather Goods,Non-Ferrous Metal Foundries,"Accounting, Auditing, and Bookkeeping Services",Hospitals,Tax Preparation Services,Bus Lines,Pottery and Ceramics,"Brick, Stone, and Related Materials",Miscellaneous Fabricated Metal Products,Automotive Body Repair Shops,"Heating, Plumbing, Air Conditioning Contractors","Gift, Card, Novelty Stores",Coated and Laminated Products,Airlines,"Bolt, Nut, Screw, Rivet Manufacturing",Miscellaneous Metals,Miscellaneous Metal Fabrication,Cruise Lines,Steelworks,Automotive Parts and Accessories Stores,Steel Drums and Barrels,Towing Services,Sporting Goods Stores,Household Appliance Stores,Fabricated Structural Metal Products,Music Stores - Musical Instruments
